"number";"player";"team";"apps";"min";"goals";"a";"xG";"xA";"xG90";"xA90"
96;"Michael Keane";"Everton";35;2986;3;1;1.5;1.09;0.05;0.03
97;"Paul Pogba";"Manchester United";26;1893;3;3;2.99;2.07;0.14;0.1
98;"Lucas Moura";"Tottenham";30;1392;3;4;1.95;2.06;0.13;0.13
99;"Hélder Costa";"Leeds";22;1152;3;3;2.6;0.63;0.2;0.05
100;"Romain Saiss";"Wolverhampton Wanderers";27;2409;3;0;3.17;0.67;0.12;0.03
101;"Ivan Cavaleiro";"Fulham";36;2477;3;0;5.55;2.68;0.2;0.1
102;"Ashley Barnes";"Burnley";22;1342;3;0;3.87;0.8;0.26;0.05
103;"Josh Maja";"Fulham";15;809;3;0;4.92;0.74;0.55;0.08
104;"Daniel James";"Manchester United";15;920;3;1;2.31;1.33;0.23;0.13
105;"Tanguy NDombele Alvaro";"Tottenham";33;2141;3;2;1.53;2.13;0.06;0.09
106;"Sébastien Haller";"West Ham";16;933;3;0;2.55;1.13;0.25;0.11
107;"Billy Sharp";"Sheffield United";16;723;3;0;2.98;0.58;0.37;0.07
108;"John McGinn";"Aston Villa";37;3330;3;5;2.17;3.5;0.06;0.09
109;"Takumi Minamino";"Liverpool,Southampton";19;1004;3;0;2.92;0.81;0.26;0.07
110;"Daniel Podence";"Wolverhampton Wanderers";24;1718;3;2;2.74;1.84;0.14;0.1
111;"Mbaye Diagne";"West Bromwich Albion";16;1205;3;2;6.25;0.99;0.47;0.07
112;"Pierre-Emile Højbjerg";"Tottenham";38;3420;2;4;1.14;1.76;0.03;0.05
113;"Ola Aina";"Fulham";31;2683;2;1;0.85;1.55;0.03;0.05
114;"Jeffrey Schlupp";"Crystal Palace";27;1424;2;3;2.02;2.57;0.13;0.16
115;"Jamaal Lascelles";"Newcastle United";19;1633;2;0;0.77;0.07;0.04;0
116;"Ayoze Pérez";"Leicester";25;1326;2;1;4.04;1.25;0.27;0.08
117;"Georginio Wijnaldum";"Liverpool";38;2961;2;0;2.82;1.66;0.09;0.05
118;"Nathan Redmond";"Southampton";29;1718;2;3;3.83;3.35;0.2;0.18
119;"Jonny Evans";"Leicester";28;2483;2;2;1.86;0.54;0.07;0.02
120;"Adama Traoré";"Wolverhampton Wanderers";37;2630;2;2;2.08;5.27;0.07;0.18
121;"Tyrone Mings";"Aston Villa";36;3194;2;2;2.06;0.38;0.06;0.01
122;"Marcos Alonso";"Chelsea";13;962;2;0;1.82;1.72;0.17;0.16
123;"Ben Mee";"Burnley";30;2695;2;0;1.62;0.81;0.05;0.03
124;"Johann Berg Gudmundsson";"Burnley";22;1369;2;0;1.53;0.96;0.1;0.06
125;"Michy Batshuayi";"Crystal Palace";18;706;2;1;1.36;1.65;0.17;0.21
126;"Harry Maguire";"Manchester United";34;3049;2;1;1.48;0.29;0.04;0.01
127;"Abdoulaye Doucouré";"Everton";29;2468;2;3;2.37;2.39;0.09;0.09
128;"Matt Phillips";"West Bromwich Albion";33;1823;2;1;2.92;3.25;0.14;0.16
129;"Hal Robson-Kanu";"West Bromwich Albion";19;522;2;0;1.5;0.24;0.26;0.04
130;"Jeff Hendrick";"Newcastle United";22;1436;2;1;1.11;1.43;0.07;0.09
131;"Trent Alexander-Arnold";"Liverpool";36;3040;2;7;2.59;8.58;0.08;0.25
132;"João Cancelo";"Manchester City";28;2309;2;3;1.87;5.18;0.07;0.2
133;"Rodri";"Manchester City";34;2751;2;2;2.66;2.34;0.09;0.08
134;"Issa Diop";"West Ham";18;1379;2;0;0.95;0.02;0.06;0
135;"Thiago Silva";"Chelsea";23;1938;2;0;1.32;0.29;0.06;0.01
136;"Benjamin Mendy";"Manchester City";13;955;2;1;0.33;0.3;0.03;0.03
137;"Serge Aurier";"Tottenham";19;1619;2;3;1.48;3.72;0.08;0.21
138;"Bernardo Silva";"Manchester City";26;2080;2;6;3.6;4.82;0.16;0.21
139;"Semi Ajayi";"West Bromwich Albion";33;2773;2;0;1.73;0.51;0.06;0.02
140;"Declan Rice";"West Ham";32;2880;2;1;3.19;1.98;0.1;0.06
141;"Aaron Wan-Bissaka";"Manchester United";34;3060;2;4;0.93;2.55;0.03;0.07
142;"Gabriel";"Arsenal";23;1994;2;0;1.56;0.06;0.07;0
143;"Jairo Riedewald";"Crystal Palace";33;1803;2;0;0.56;0.9;0.03;0.04
144;"Solly March";"Brighton";21;1684;2;1;1.78;1.68;0.1;0.09
145;"Jacob Murphy";"Newcastle United";26;1611;2;3;1.49;3.43;0.08;0.19
146;"Timothy Castagne";"Leicester";27;2349;2;3;1.6;2.31;0.06;0.09
147;"Callum Hudson-Odoi";"Chelsea";23;1048;2;3;1.37;3.1;0.12;0.27
148;"Eddie Nketiah";"Arsenal";17;405;2;1;2.02;0.74;0.45;0.16
149;"Yerry Mina";"Everton";24;1941;2;0;1.75;0.02;0.08;0
150;"Dwight McNeil";"Burnley";36;3075;2;5;1.08;5.48;0.03;0.16
151;"Emile Smith-Rowe";"Arsenal";20;1456;2;4;1.59;3.62;0.1;0.22
152;"Trézéguet";"Aston Villa";21;1175;2;1;3.98;2.15;0.3;0.16
153;"Ezri Konsa Ngoyo";"Aston Villa";36;3192;2;0;3.29;0.09;0.09;0
154;"Gabriel Martinelli";"Arsenal";14;581;2;1;3.25;1.75;0.5;0.27
155;"James Justin";"Leicester";23;2070;2;1;1.52;2.06;0.07;0.09
156;"Aaron Connolly";"Brighton";17;799;2;1;4.46;0.16;0.5;0.02
157;"Ezgjan Alioski";"Leeds";36;2475;2;3;1.75;3.33;0.06;0.12
158;"Hakim Ziyech";"Chelsea";23;1182;2;3;1.99;4.48;0.15;0.34
159;"Conor Gallagher";"West Bromwich Albion";30;2529;2;2;1.54;1.42;0.05;0.05
160;"Jayden Bogle";"Sheffield United";16;1109;2;0;1.92;0.21;0.16;0.02
161;"Fabian Schär";"Newcastle United";18;1252;1;0;1.46;0;0.1;0
162;"Granit Xhaka";"Arsenal";31;2537;1;2;0.78;1.46;0.03;0.05
163;"Thiago Alcántara";"Liverpool";24;1865;1;0;1.21;2.55;0.06;0.12
164;"Joel Matip";"Liverpool";10;701;1;2;0.78;1.18;0.1;0.15
165;"Adam Lallana";"Brighton";30;1572;1;1;1.61;2.63;0.09;0.15
166;"Héctor Bellerín";"Arsenal";25;2098;1;2;0.86;2.17;0.04;0.09
167;"Mohamed Elneny";"Arsenal";23;1540;1;0;0.48;0.26;0.03;0.02
168;"Alex Iwobi";"Everton";30;1536;1;2;0.84;2.16;0.05;0.13
169;"Scott Dann";"Crystal Palace";15;1350;1;0;0.55;0.02;0.04;0
170;"Cheikhou Kouyaté";"Crystal Palace";36;3126;1;0;0.82;0.83;0.02;0.02
171;"Manuel Lanzini";"West Ham";17;548;1;1;0.97;1;0.16;0.16
172;"Andy Carroll";"Newcastle United";18;369;1;0;0.6;0.06;0.15;0.02
173;"Juan Mata";"Manchester United";9;518;1;2;1.07;0.72;0.19;0.13
174;"Nathan Aké";"Manchester City";10;802;1;0;0.51;0.02;0.06;0
175;"Jordan Henderson";"Liverpool";21;1710;1;1;1.14;1.48;0.06;0.08
176;"Kyle Walker";"Manchester City";24;1944;1;1;0.2;0.5;0.01;0.02
177;"Toby Alderweireld";"Tottenham";25;2243;1;0;0.61;0.97;0.02;0.04
178;"Erik Lamela";"Tottenham";23;683;1;0;1.29;0.81;0.17;0.11
179;"Jordan Ayew";"Crystal Palace";33;2097;1;3;2.58;0.82;0.11;0.04
180;"César Azpilicueta";"Chelsea";26;2189;1;2;0.5;2.58;0.02;0.11
181;"Ruben Loftus-Cheek";"Chelsea,Fulham";31;1988;1;0;3.33;1.24;0.15;0.06
182;"Gary Cahill";"Crystal Palace";20;1800;1;1;0.74;0.62;0.04;0.03
183;"Willian";"Arsenal";25;1413;1;5;1.83;3.59;0.12;0.23
184;"Dwight Gayle";"Newcastle United";18;483;1;1;2.93;0.28;0.55;0.05
185;"Marc Albrighton";"Leicester";31;1731;1;5;1.25;4.04;0.06;0.21
186;"Daniel Amartey";"Leicester";12;714;1;0;0.54;0;0.07;0
187;"Jonjo Shelvey";"Newcastle United";30;2617;1;3;2.45;2.63;0.08;0.09
188;"Andros Townsend";"Crystal Palace";34;2255;1;5;2.47;4.15;0.1;0.17
189;"Robbie Brady";"Burnley";19;1061;1;1;0.78;0.91;0.07;0.08
190;"Virgil van Dijk";"Liverpool";5;370;1;0;0.55;0;0.13;0
191;"Oriol Romeu";"Southampton";21;1777;1;1;0.45;1.54;0.02;0.08
192;"Jay Rodriguez";"Burnley";31;1237;1;2;2.98;1.21;0.22;0.09
193;"Paul Dummett";"Newcastle United";15;1254;1;0;0.44;0.23;0.03;0.02
194;"Ciaran Clark";"Newcastle United";22;1895;1;0;0.66;0.14;0.03;0.01
195;"Alex Oxlade-Chamberlain";"Liverpool";13;238;1;1;0.3;0.3;0.11;0.11
196;"Mason Holgate";"Everton";28;2298;1;0;1.3;0.57;0.05;0.02
197;"Luke Shaw";"Manchester United";32;2659;1;5;0.69;6.47;0.02;0.22
198;"Tyler Roberts";"Leeds";27;1334;1;2;1.89;2.53;0.13;0.17
199;"Keinan Davis";"Aston Villa";15;240;1;1;1.27;0.68;0.48;0.26
200;"Dennis Praet";"Leicester";15;730;1;1;0.44;1.22;0.05;0.15
201;"Alisson";"Liverpool";33;2970;1;0;0.11;0;0;0
202;"Mario Lemina";"Fulham";28;1706;1;0;1.24;1.13;0.07;0.06
203;"Emil Krafth";"Newcastle United";16;1297;1;0;0.15;0.43;0.01;0.03
204;"Matthew Lowton";"Burnley";34;3060;1;1;0.76;2.77;0.02;0.08
205;"James Tarkowski";"Burnley";36;3240;1;0;3.06;0.94;0.09;0.03
206;"David Luiz";"Arsenal";20;1410;1;0;0.67;0.52;0.04;0.03
207;"Andrew Robertson";"Liverpool";38;3391;1;7;1.44;7.22;0.04;0.19
208;"Oliver McBurnie";"Sheffield United";23;1306;1;0;3.55;1.05;0.24;0.07
209;"Antonio Rüdiger";"Chelsea";19;1710;1;0;1.14;0.31;0.06;0.02
210;"Diego Llorente";"Leeds";15;1208;1;0;0.91;0.46;0.07;0.03
211;"Willian José";"Wolverhampton Wanderers";17;1123;1;0;1.43;1.27;0.11;0.1
212;"Martin Odegaard";"Arsenal";14;865;1;2;0.62;1.96;0.06;0.2
213;"João Moutinho";"Wolverhampton Wanderers";33;2546;1;1;0.5;1.68;0.02;0.06
214;"Said Benrahma";"West Ham";30;1381;1;6;2.46;5.11;0.16;0.33
215;"Darnell Furlong";"West Bromwich Albion";35;2926;1;3;1.93;2.46;0.06;0.08
216;"Oliver Burke";"Sheffield United";25;1272;1;1;2.6;2.62;0.18;0.19
217;"Caglar Söyüncü";"Leicester";23;1802;1;0;0.54;0.33;0.03;0.02
218;"Wilfred Ndidi";"Leicester";26;2181;1;4;0.6;1.33;0.02;0.06
219;"Luka Milivojevic";"Crystal Palace";31;2374;1;1;2.21;1.77;0.08;0.07
220;"Yves Bissouma";"Brighton";36;3121;1;0;1.08;1.08;0.03;0.03
221;"Giovani Lo Celso";"Tottenham";18;955;1;1;1.53;1.2;0.14;0.11
222;"Jean-Philippe Mateta";"Crystal Palace";7;213;1;0;0.33;0.02;0.14;0.01
223;"Jan Bednarek";"Southampton";36;3111;1;1;0.47;1.16;0.01;0.03
224;"Victor Lindelöf";"Manchester United";29;2587;1;1;0.8;0.4;0.03;0.01
225;"Nélson Semedo";"Wolverhampton Wanderers";34;2994;1;1;1.31;0.9;0.04;0.03
226;"Joachim Andersen";"Fulham";31;2732;1;1;1.36;0.45;0.04;0.01
227;"Ben Johnson";"West Ham";14;506;1;0;0.48;0.39;0.09;0.07
228;"Grady Diangana";"West Bromwich Albion";20;1249;1;0;1.1;0.16;0.08;0.01
229;"Curtis Jones";"Liverpool";24;1174;1;2;1.76;1.52;0.13;0.12
230;"Rayan Ait Nouri";"Wolverhampton Wanderers";21;1414;1;1;0.51;0.79;0.03;0.05
231;"Fred";"Manchester United";30;2404;1;0;1.73;2.23;0.06;0.08
232;"Joe Bryan";"Fulham";16;658;1;0;0.58;0.27;0.08;0.04
233;"Tom Cairney";"Fulham";10;762;1;1;0.58;0.99;0.07;0.12
234;"Willy Boly";"Wolverhampton Wanderers";21;1880;1;1;1.13;0.55;0.05;0.03
235;"Conor Coady";"Wolverhampton Wanderers";37;3305;1;0;1.45;0.2;0.04;0.01
236;"Morgan Gibbs-White";"Wolverhampton Wanderers";11;395;1;0;0.81;0.41;0.19;0.09
237;"Kortney Hause";"Aston Villa";7;630;1;0;1.3;0;0.19;0
238;"Ryan Fredericks";"West Ham";14;563;1;1;0.21;1.3;0.03;0.21
239;"Fabián Balbuena";"West Ham";14;1197;1;0;1.1;0;0.08;0
240;"Bernard";"Everton";12;438;1;0;0.19;0.53;0.04;0.11
241;"Leander Dendoncker";"Wolverhampton Wanderers";33;2500;1;0;3.38;0.58;0.12;0.02
242;"Dan Burn";"Brighton";27;2059;1;0;1.08;0.98;0.05;0.04
243;"Karlan Grant";"West Bromwich Albion";21;1140;1;0;1.69;0.15;0.13;0.01
244;"Carlos Vinicius";"Tottenham";9;300;1;0;1.25;0.1;0.38;0.03
245;"Adam Webster";"Brighton";29;2596;1;0;1.27;0.25;0.04;0.01
246;"Moussa Djenepo";"Southampton";27;1236;1;0;0.79;0.4;0.06;0.03
247;"Ben Osborn";"Sheffield United";24;1607;1;0;1.09;2.52;0.06;0.14
248;"Conor Hourihane";"Aston Villa";4;236;1;1;0.57;0.92;0.22;0.35
249;"Steven Alzate";"Brighton";15;905;1;0;0.83;0.92;0.08;0.09
250;"Reece James";"Chelsea";32;2355;1;2;1.53;3.65;0.06;0.14
251;"Kieran Tierney";"Arsenal";27;2305;1;3;0.39;3.82;0.02;0.15
252;"Tyrick Mitchell";"Crystal Palace";19;1710;1;1;1.08;0.23;0.06;0.01
253;"Tariq Lamptey";"Brighton";11;904;1;1;0.7;0.81;0.07;0.08
254;"Nathaniel Phillips";"Liverpool";17;1451;1;1;1.03;0.92;0.06;0.06
255;"Sander Berge";"Sheffield United";15;1116;1;1;1.22;1.78;0.1;0.14
256;"Steven Bergwijn";"Tottenham";21;1218;1;3;2.09;0.81;0.15;0.06
257;"Alexis Mac Allister";"Brighton";21;1110;1;1;1.35;1.87;0.11;0.15
258;"Nathan Tella";"Southampton";18;734;1;1;1.99;1.09;0.24;0.13
259;"Jimmy Dunne";"Burnley";3;270;1;0;0.42;0.1;0.14;0.03
260;"Luke Thomas";"Leicester";14;982;1;0;0.27;0.95;0.02;0.09
261;"Pascal Struijk";"Leeds";27;2073;1;0;2.03;0.11;0.09;0
262;"Kalvin Phillips";"Leeds";29;2435;1;2;0.39;3.23;0.01;0.12
263;"Joël Veltman";"Brighton";28;2281;1;1;1.28;1.85;0.05;0.07
264;"Liam Cooper";"Leeds";25;2189;1;0;2.09;0;0.09;0
265;"Donny van de Beek";"Manchester United";19;486;1;1;0.29;1.04;0.05;0.19
266;"Rúben Dias";"Manchester City";32;2848;1;0;1.95;0.11;0.06;0
267;"Kean Bryan";"Sheffield United";13;1012;1;0;0.54;0.82;0.05;0.07
268;"Fabio Carvalho";"Fulham";4;255;1;0;1;0.5;0.35;0.18
269;"Daniel Jebbison";"Sheffield United";4;286;1;0;1.48;0.02;0.47;0.01
270;"Anthony Elanga";"Manchester United";2;157;1;0;0.55;0.02;0.32;0.01
271;"Bernd Leno";"Arsenal";35;3136;0;0;0;0;0;0
272;"Andreas Christensen";"Chelsea";17;1375;0;0;0.13;0.25;0.01;0.02
273;"Sead Kolasinac";"Arsenal";1;90;0;0;0;0;0;0
274;"Matt Ritchie";"Newcastle United";18;1360;0;2;0.33;2.49;0.02;0.16
275;"Joshua King";"Everton";11;119;0;0;0.79;0;0.6;0
276;"Divock Origi";"Liverpool";9;176;0;0;1.08;0.14;0.55;0.07
277;"Mamadou Sakho";"Crystal Palace";4;274;0;0;0.02;0;0.01;0
278;"James Milner";"Liverpool";26;1037;0;1;0.36;0.79;0.03;0.07
279;"Calum Chambers";"Arsenal";10;750;0;2;0.36;1.04;0.04;0.13
280;"Joel Ward";"Crystal Palace";26;2252;0;1;0.05;0.47;0;0.02
281;"Martin Kelly";"Crystal Palace";1;1;0;0;0;0;0;0
282;"Adrián";"Liverpool";3;270;0;0;0;0;0;0
283;"James Tomkins";"Crystal Palace";8;553;0;0;0.12;0.11;0.02;0.02
284;"Mark Noble";"West Ham";21;702;0;0;0.05;0.18;0.01;0.02
285;"Aaron Cresswell";"West Ham";36;3176;0;8;0.88;7.39;0.03;0.21
286;"Darren Randolph";"West Ham";3;270;0;0;0;0;0;0
287;"Kieran Gibbs";"West Bromwich Albion";10;808;0;0;0.06;0.41;0.01;0.05
288;"David de Gea";"Manchester United";26;2298;0;0;0;0;0;0
289;"Timothy Fosu-Mensah";"Manchester United";1;85;0;0;0.02;0.31;0.02;0.32
290;"Odion Ighalo";"Manchester United";1;5;0;0;0;0;0;0
291;"Seamus Coleman";"Everton";25;1612;0;3;0.89;1.51;0.05;0.08
292;"Phil Jagielka";"Sheffield United";10;526;0;0;0;0;0;0
293;"James McCarthy";"Crystal Palace";16;834;0;0;0.01;0.29;0;0.03
294;"Nathaniel Clyne";"Crystal Palace";13;1151;0;1;0.12;0.22;0.01;0.02
295;"Fernandinho";"Manchester City";21;1170;0;2;0.82;1.54;0.06;0.12
296;"Willy Caballero";"Chelsea";1;90;0;0;0;0;0;0
297;"James McArthur";"Crystal Palace";18;1482;0;2;0.28;1.52;0.02;0.09
298;"Alex McCarthy";"Southampton";30;2700;0;0;0;0;0;0
299;"Hugo Lloris";"Tottenham";38;3420;0;0;0;0;0;0
300;"Eric Dier";"Tottenham";28;2520;0;0;1.25;0.23;0.04;0.01
301;"Dele Alli";"Tottenham";15;615;0;1;1.67;1.33;0.25;0.19
302;"Ben Davies";"Tottenham";20;1330;0;1;0.2;0.44;0.01;0.03
303;"Josh Onomah";"Fulham";11;368;0;0;0.56;0.03;0.14;0.01
304;"Branislav Ivanovic";"West Bromwich Albion";13;761;0;0;0.46;0.05;0.05;0.01
305;"Nemanja Matic";"Manchester United";20;1099;0;0;0.16;0.89;0.01;0.07
306;"Fikayo Tomori";"Chelsea";1;43;0;0;0;0;0;0
307;"Lukasz Fabianski";"West Ham";35;3150;0;0;0;0;0;0
